organoid_id,Preneurogenic_OV,RPC,RPC_Proliferating1,RPC_Proliferating2,Retina
BMP.G1.PLATE3,0.03522504892367906,0.8140900195694716,0.07436399217221135,0.03718199608610567,0.03913894324853229
BMP.G10.PLATE3,0.037852112676056336,0.7535211267605634,0.07922535211267606,0.06690140845070422,0.0625
BMP.G11.PLATE3,0.05113636363636364,0.7130681818181818,0.08522727272727272,0.06534090909090909,0.08522727272727272
BMP.G12.PLATE3,0.02867383512544803,0.7311827956989247,0.07168458781362007,0.05734767025089606,0.1111111111111111
BMP.G2.PLATE3,0.05137614678899083,0.726605504587156,0.09357798165137615,0.05137614678899083,0.07706422018348624
BMP.G3.PLATE3,0.046579330422125184,0.7656477438136827,0.07569141193595343,0.05967976710334789,0.05240174672489083
BMP.G4.PLATE3,0.07784431137724551,0.7485029940119761,0.10179640718562874,0.05389221556886228,0.017964071856287425
BMP.G5.PLATE3,0.03715170278637771,0.7476780185758514,0.0696594427244582,0.05727554179566564,0.08823529411764706
BMP.G6.PLATE3,0.05070422535211268,0.7098591549295775,0.14084507042253522,0.07042253521126761,0.028169014084507043
BMP.G7.PLATE3,0.034346103038309116,0.8560105680317041,0.05151915455746367,0.03038309114927345,0.02774108322324967
BMP.G8.PLATE3,0.046511627906976744,0.7674418604651163,0.05426356589147287,0.031007751937984496,0.10077519379844961
BMP.G9.PLATE3,0.03561046511627907,0.8502906976744186,0.040697674418604654,0.038517441860465115,0.03488372093023256
BMP.H1.PLATE3,0.06884681583476764,0.7469879518072289,0.08777969018932874,0.06368330464716007,0.03270223752151463
BMP.H10.PLATE3,0.020202020202020204,0.8080808080808081,0.050505050505050504,0.050505050505050504,0.0707070707070707
BMP.H11.PLATE3,0.023529411764705882,0.8235294117647058,0.09411764705882353,0.058823529411764705,0.0
BMP.H12.PLATE3,0.03367875647668394,0.7098445595854922,0.12694300518134716,0.054404145077720206,0.07512953367875648
BMP.H2.PLATE3,0.03763440860215054,0.7258064516129032,0.06451612903225806,0.06989247311827956,0.10215053763440861
BMP.H3.PLATE3,0.03669724770642202,0.763302752293578,0.06972477064220184,0.044036697247706424,0.08623853211009175
